"Year_of_Death","County_of_Residence","Age","Sex","Total_Deaths_sex","Description"
2015,"Santa Barbara","40 - 44 years","Female",20,"suburban"
2015,"Santa Barbara","35 - 39 years","Male",24,"suburban"
2015,"Santa Barbara","35 - 39 years","Female",6,"suburban"
2015,"Santa Barbara","30 - 34 years","Male",16,"suburban"
2015,"Santa Barbara","30 - 34 years","Female",6,"suburban"
2015,"Santa Barbara","25 - 29 years","Male",18,"suburban"
2015,"Santa Barbara","25 - 29 years","Female",6,"suburban"
2015,"Santa Barbara","20 - 24 years","Male",15,"suburban"
2015,"Santa Barbara","20 - 24 years","Female",6,"suburban"
2015,"Santa Barbara","15 - 19 years","Male",11,"suburban"
2015,"Santa Barbara","15 - 19 years","Female",6,"suburban"
2015,"Santa Barbara","10 - 14 years","Male",6,"suburban"
2015,"Santa Barbara","10 - 14 years","Female",0,"suburban"
2015,"Santa Barbara","5 - 9 years","Male",6,"suburban"
2015,"Santa Barbara","5 - 9 years","Female",6,"suburban"
2015,"Santa Barbara","1 - 4 years","Male",6,"suburban"
2015,"Santa Barbara","1 - 4 years","Female",6,"suburban"
2015,"Santa Barbara","Less than 1 year","Male",16,"suburban"
2015,"Santa Barbara","Less than 1 year","Female",12,"suburban"
2014,"Santa Barbara","35 - 39 years","Female",17,"suburban"
2014,"Santa Barbara","45 - 49 years","Female",18,"suburban"
2014,"Santa Barbara","65 - 69 years","Female",91,"suburban"
2014,"Santa Barbara","75 - 79 years","Female",123,"suburban"
2014,"Santa Barbara","85 - 89 years","Female",266,"suburban"
2014,"Santa Barbara","95 - 99 years","Female",142,"suburban"
2014,"Santa Barbara","25 - 29 years","Female",6,"suburban"
2014,"Santa Clara","100 years and over","Male",26,"urban"
2014,"Santa Clara","100 years and over","Female",102,"urban"
2014,"Santa Clara","95 - 99 years","Male",167,"urban"
2014,"Santa Clara","90 - 94 years","Male",535,"urban"
2014,"Santa Clara","90 - 94 years","Female",812,"urban"
2014,"Santa Clara","85 - 89 years","Male",693,"urban"
2014,"Santa Clara","80 - 84 years","Male",662,"urban"
2014,"Santa Clara","80 - 84 years","Female",630,"urban"
2014,"Santa Clara","75 - 79 years","Male",470,"urban"
2014,"Santa Clara","70 - 74 years","Male",419,"urban"
2014,"Santa Clara","70 - 74 years","Female",358,"urban"
2014,"Santa Clara","65 - 69 years","Male",458,"urban"
2014,"Santa Clara","65 - 69 years","Female",283,"urban"
2014,"Santa Clara","60 - 64 years","Male",375,"urban"
2014,"Santa Clara","60 - 64 years","Female",247,"urban"
2014,"Santa Clara","55 - 59 years","Male",322,"urban"
2014,"Santa Clara","50 - 54 years","Male",261,"urban"
2014,"Santa Clara","50 - 54 years","Female",145,"urban"
2014,"Santa Clara","45 - 49 years","Male",136,"urban"
2014,"Santa Clara","40 - 44 years","Male",68,"urban"
2014,"Santa Clara","40 - 44 years","Female",55,"urban"
2014,"Santa Clara","35 - 39 years","Male",53,"urban"
2014,"Santa Clara","30 - 34 years","Male",45,"urban"
2014,"Santa Clara","30 - 34 years","Female",22,"urban"
2014,"Santa Clara","25 - 29 years","Male",47,"urban"
2014,"Santa Clara","25 - 29 years","Female",19,"urban"
2014,"Santa Clara","20 - 24 years","Male",53,"urban"
2014,"Santa Clara","20 - 24 years","Female",6,"urban"
2014,"Santa Clara","15 - 19 years","Male",21,"urban"
2014,"Santa Clara","10 - 14 years","Male",6,"urban"
2014,"Santa Clara","10 - 14 years","Female",6,"urban"
2014,"Santa Clara","5 - 9 years","Male",6,"urban"
2014,"Santa Clara","5 - 9 years","Female",6,"urban"
2014,"Santa Clara","1 - 4 years","Male",6,"urban"
2014,"Santa Clara","1 - 4 years","Female",0,"urban"
2014,"Santa Clara","Less than 1 year","Male",40,"urban"
2014,"Santa Clara","Less than 1 year","Female",26,"urban"
2014,"Santa Clara","15 - 19 years","Female",13,"urban"
2014,"Santa Clara","35 - 39 years","Female",31,"urban"
2014,"Santa Clara","45 - 49 years","Female",97,"urban"
2014,"Santa Clara","75 - 79 years","Female",446,"urban"
2014,"Santa Clara","55 - 59 years","Female",190,"urban"
2014,"Santa Clara","85 - 89 years","Female",880,"urban"
2014,"Santa Clara","95 - 99 years","Female",424,"urban"
2015,"Santa Clara","100 years and over","Male",32,"urban"
2015,"Santa Clara","100 years and over","Female",103,"urban"
2015,"Santa Clara","95 - 99 years","Male",221,"urban"
2015,"Santa Clara","95 - 99 years","Female",457,"urban"
2015,"Santa Clara","90 - 94 years","Male",586,"urban"
2015,"Santa Clara","90 - 94 years","Female",870,"urban"
2015,"Santa Clara","85 - 89 years","Male",699,"urban"
2015,"Santa Clara","85 - 89 years","Female",862,"urban"
2015,"Santa Clara","80 - 84 years","Male",656,"urban"
2015,"Santa Clara","80 - 84 years","Female",649,"urban"
2015,"Santa Clara","75 - 79 years","Male",518,"urban"
2015,"Santa Clara","75 - 79 years","Female",501,"urban"
2015,"Santa Clara","70 - 74 years","Male",440,"urban"
2015,"Santa Clara","70 - 74 years","Female",360,"urban"
2015,"Santa Clara","65 - 69 years","Male",427,"urban"
2015,"Santa Clara","65 - 69 years","Female",320,"urban"
2015,"Santa Clara","60 - 64 years","Male",391,"urban"
2015,"Santa Clara","60 - 64 years","Female",218,"urban"
2015,"Santa Clara","55 - 59 years","Male",319,"urban"
2015,"Santa Clara","55 - 59 years","Female",180,"urban"
2015,"Santa Clara","50 - 54 years","Male",237,"urban"
2015,"Santa Clara","50 - 54 years","Female",150,"urban"
2015,"Santa Clara","45 - 49 years","Male",130,"urban"
2015,"Santa Clara","45 - 49 years","Female",83,"urban"
2015,"Santa Clara","40 - 44 years","Male",89,"urban"
2015,"Santa Clara","40 - 44 years","Female",56,"urban"
2015,"Santa Clara","35 - 39 years","Male",68,"urban"
2015,"Santa Clara","35 - 39 years","Female",33,"urban"
2015,"Santa Clara","30 - 34 years","Male",53,"urban"
2015,"Santa Clara","30 - 34 years","Female",21,"urban"
2015,"Santa Clara","25 - 29 years","Male",45,"urban"
2015,"Santa Clara","25 - 29 years","Female",21,"urban"
2015,"Santa Clara","20 - 24 years","Male",58,"urban"
2015,"Santa Clara","20 - 24 years","Female",19,"urban"
2015,"Santa Clara","15 - 19 years","Male",30,"urban"
2015,"Santa Clara","15 - 19 years","Female",6,"urban"
2015,"Santa Clara","10 - 14 years","Male",6,"urban"
2015,"Santa Clara","10 - 14 years","Female",6,"urban"
2015,"Santa Clara","5 - 9 years","Male",6,"urban"
2015,"Santa Clara","5 - 9 years","Female",6,"urban"
2015,"Santa Clara","1 - 4 years","Male",6,"urban"
2015,"Santa Clara","1 - 4 years","Female",6,"urban"
2015,"Santa Clara","Less than 1 year","Male",43,"urban"
2015,"Santa Clara","Less than 1 year","Female",33,"urban"
2016,"Santa Clara","Less than 1 year","Male",43,"urban"
2016,"Santa Clara","1 - 4 years","Male",6,"urban"
2016,"Santa Clara","10 - 14 years","Male",6,"urban"
2016,"Santa Clara","20 - 24 years","Male",54,"urban"
2016,"Santa Clara","30 - 34 years","Male",44,"urban"
2016,"Santa Clara","40 - 44 years","Male",83,"urban"
2016,"Santa Clara","50 - 54 years","Male",216,"urban"
2016,"Santa Clara","60 - 64 years","Male",399,"urban"
2016,"Santa Clara","70 - 74 years","Male",471,"urban"
2016,"Santa Clara","75 - 79 years","Male",557,"urban"
2016,"Santa Clara","80 - 84 years","Male",666,"urban"
2016,"Santa Clara","100 years and over","Male",46,"urban"
2016,"Santa Clara","90 - 94 years","Male",578,"urban"
2016,"Santa Clara","100 years and over","Female",120,"urban"
2016,"Santa Clara","95 - 99 years","Male",249,"urban"
2016,"Santa Clara","95 - 99 years","Female",440,"urban"
2016,"Santa Clara","90 - 94 years","Female",891,"urban"
2016,"Santa Clara","85 - 89 years","Male",730,"urban"
2016,"Santa Clara","85 - 89 years","Female",844,"urban"
2016,"Santa Clara","80 - 84 years","Female",633,"urban"
2016,"Santa Clara","75 - 79 years","Female",447,"urban"
2016,"Santa Clara","70 - 74 years","Female",336,"urban"
2016,"Santa Clara","65 - 69 years","Male",408,"urban"
2016,"Santa Clara","65 - 69 years","Female",317,"urban"
2016,"Santa Clara","60 - 64 years","Female",250,"urban"
2016,"Santa Clara","55 - 59 years","Male",373,"urban"
2016,"Santa Clara","55 - 59 years","Female",182,"urban"
2016,"Santa Clara","50 - 54 years","Female",130,"urban"
2016,"Santa Clara","45 - 49 years","Male",131,"urban"
2016,"Santa Clara","45 - 49 years","Female",67,"urban"
2016,"Santa Clara","40 - 44 years","Female",41,"urban"
2016,"Santa Clara","35 - 39 years","Male",85,"urban"
2016,"Santa Clara","35 - 39 years","Female",33,"urban"
2016,"Santa Clara","30 - 34 years","Female",26,"urban"
2016,"Santa Clara","25 - 29 years","Male",58,"urban"
2016,"Santa Clara","25 - 29 years","Female",15,"urban"
2016,"Santa Clara","20 - 24 years","Female",21,"urban"
2016,"Santa Clara","15 - 19 years","Male",28,"urban"
2016,"Santa Clara","15 - 19 years","Female",14,"urban"
2016,"Santa Clara","10 - 14 years","Female",6,"urban"
2016,"Santa Clara","5 - 9 years","Male",6,"urban"
2016,"Santa Clara","5 - 9 years","Female",6,"urban"
2016,"Santa Clara","1 - 4 years","Female",6,"urban"
2016,"Santa Clara","Less than 1 year","Female",36,"urban"
2018,"Santa Clara","100 years and over","Male",37,"urban"
2018,"Santa Clara","100 years and over","Female",132,"urban"
2018,"Santa Clara","95 - 99 years","Male",247,"urban"
2018,"Santa Clara","95 - 99 years","Female",513,"urban"
2018,"Santa Clara","90 - 94 years","Male",554,"urban"
2018,"Santa Clara","90 - 94 years","Female",898,"urban"
2018,"Santa Clara","85 - 89 years","Male",734,"urban"
2018,"Santa Clara","85 - 89 years","Female",847,"urban"
2018,"Santa Clara","80 - 84 years","Male",647,"urban"
2018,"Santa Clara","80 - 84 years","Female",673,"urban"
2018,"Santa Clara","75 - 79 years","Male",543,"urban"
2018,"Santa Clara","75 - 79 years","Female",481,"urban"
2018,"Santa Clara","70 - 74 years","Male",524,"urban"
2018,"Santa Clara","70 - 74 years","Female",388,"urban"
2018,"Santa Clara","65 - 69 years","Male",449,"urban"
2018,"Santa Clara","65 - 69 years","Female",307,"urban"
2018,"Santa Clara","60 - 64 years","Male",394,"urban"
2018,"Santa Clara","60 - 64 years","Female",235,"urban"
2018,"Santa Clara","55 - 59 years","Male",306,"urban"
2018,"Santa Clara","55 - 59 years","Female",170,"urban"
2018,"Santa Clara","50 - 54 years","Male",232,"urban"
2018,"Santa Clara","50 - 54 years","Female",100,"urban"
2018,"Santa Clara","45 - 49 years","Male",127,"urban"
2018,"Santa Clara","45 - 49 years","Female",84,"urban"
2018,"Santa Clara","40 - 44 years","Male",85,"urban"
2018,"Santa Clara","40 - 44 years","Female",40,"urban"
2018,"Santa Clara","35 - 39 years","Male",92,"urban"
2018,"Santa Clara","35 - 39 years","Female",40,"urban"
2018,"Santa Clara","30 - 34 years","Male",47,"urban"
2018,"Santa Clara","30 - 34 years","Female",25,"urban"
2018,"Santa Clara","25 - 29 years","Male",53,"urban"
2018,"Santa Clara","25 - 29 years","Female",12,"urban"
2018,"Santa Clara","20 - 24 years","Male",45,"urban"
2018,"Santa Clara","20 - 24 years","Female",15,"urban"
2018,"Santa Clara","15 - 19 years","Male",17,"urban"
2018,"Santa Clara","15 - 19 years","Female",6,"urban"
2018,"Santa Clara","10 - 14 years","Male",6,"urban"
2018,"Santa Clara","10 - 14 years","Female",6,"urban"
2018,"Santa Clara","5 - 9 years","Male",6,"urban"
2018,"Santa Clara","5 - 9 years","Female",6,"urban"
2018,"Santa Clara","1 - 4 years","Male",6,"urban"
2018,"Santa Clara","1 - 4 years","Female",6,"urban"
2018,"Santa Clara","Less than 1 year","Male",47,"urban"
2018,"Santa Clara","Less than 1 year","Female",23,"urban"
2017,"Santa Clara","100 years and over","Male",32,"urban"
2017,"Santa Clara","100 years and over","Female",132,"urban"
2017,"Santa Clara","95 - 99 years","Male",225,"urban"
2017,"Santa Clara","95 - 99 years","Female",512,"urban"
2017,"Santa Clara","90 - 94 years","Male",594,"urban"
2017,"Santa Clara","90 - 94 years","Female",966,"urban"
2017,"Santa Clara","85 - 89 years","Male",722,"urban"
2017,"Santa Clara","85 - 89 years","Female",890,"urban"
2017,"Santa Clara","80 - 84 years","Male",672,"urban"
2017,"Santa Clara","80 - 84 years","Female",657,"urban"
2017,"Santa Clara","75 - 79 years","Male",568,"urban"
2017,"Santa Clara","75 - 79 years","Female",476,"urban"
2017,"Santa Clara","70 - 74 years","Male",480,"urban"
2017,"Santa Clara","70 - 74 years","Female",374,"urban"
2017,"Santa Clara","65 - 69 years","Male",458,"urban"
2017,"Santa Clara","65 - 69 years","Female",294,"urban"
2017,"Santa Clara","60 - 64 years","Male",393,"urban"
2017,"Santa Clara","60 - 64 years","Female",246,"urban"
2017,"Santa Clara","55 - 59 years","Male",336,"urban"
2017,"Santa Clara","55 - 59 years","Female",177,"urban"
2017,"Santa Clara","50 - 54 years","Male",203,"urban"
2017,"Santa Clara","50 - 54 years","Female",136,"urban"
2017,"Santa Clara","45 - 49 years","Male",113,"urban"
2017,"Santa Clara","45 - 49 years","Female",69,"urban"
2017,"Santa Clara","40 - 44 years","Male",87,"urban"
2017,"Santa Clara","40 - 44 years","Female",45,"urban"
2017,"Santa Clara","35 - 39 years","Male",66,"urban"
2017,"Santa Clara","35 - 39 years","Female",28,"urban"
2017,"Santa Clara","30 - 34 years","Male",61,"urban"
2017,"Santa Clara","30 - 34 years","Female",22,"urban"
2017,"Santa Clara","25 - 29 years","Male",47,"urban"
2017,"Santa Clara","25 - 29 years","Female",18,"urban"
2017,"Santa Clara","20 - 24 years","Male",61,"urban"
2017,"Santa Clara","20 - 24 years","Female",20,"urban"
2017,"Santa Clara","15 - 19 years","Male",22,"urban"
2017,"Santa Clara","15 - 19 years","Female",6,"urban"
2017,"Santa Clara","10 - 14 years","Male",6,"urban"
2017,"Santa Clara","10 - 14 years","Female",6,"urban"
2017,"Santa Clara","5 - 9 years","Male",6,"urban"
2017,"Santa Clara","5 - 9 years","Female",6,"urban"
2017,"Santa Clara","1 - 4 years","Male",6,"urban"
2017,"Santa Clara","1 - 4 years","Female",6,"urban"
2017,"Santa Clara","Less than 1 year","Male",45,"urban"
2017,"Santa Clara","Less than 1 year","Female",24,"urban"
2021,"Santa Clara","100 years and over","Male",20,"urban"
2021,"Santa Clara","100 years and over","Female",62,"urban"
2021,"Santa Clara","95 - 99 years","Male",113,"urban"
2021,"Santa Clara","95 - 99 years","Female",225,"urban"
2021,"Santa Clara","90 - 94 years","Male",230,"urban"
2021,"Santa Clara","90 - 94 years","Female",337,"urban"
2021,"Santa Clara","85 - 89 years","Male",314,"urban"
2021,"Santa Clara","85 - 89 years","Female",308,"urban"
2021,"Santa Clara","80 - 84 years","Male",279,"urban"
2021,"Santa Clara","80 - 84 years","Female",242,"urban"
2021,"Santa Clara","75 - 79 years","Male",269,"urban"
2021,"Santa Clara","75 - 79 years","Female",219,"urban"
2021,"Santa Clara","70 - 74 years","Male",247,"urban"
2021,"Santa Clara","25 - 29 years","Female",6,"urban"
2021,"Santa Clara","65 - 69 years","Male",204,"urban"
2021,"Santa Clara","30 - 34 years","Female",6,"urban"
2021,"Santa Clara","60 - 64 years","Male",169,"urban"
2021,"Santa Clara","35 - 39 years","Female",13,"urban"
2021,"Santa Clara","55 - 59 years","Male",135,"urban"
2021,"Santa Clara","50 - 54 years","Male",104,"urban"
2021,"Santa Clara","50 - 54 years","Female",45,"urban"
2021,"Santa Clara","45 - 49 years","Male",59,"urban"
2021,"Santa Clara","40 - 44 years","Male",31,"urban"
2021,"Santa Clara","35 - 39 years","Male",42,"urban"
2021,"Santa Clara","30 - 34 years","Male",28,"urban"
2021,"Santa Clara","25 - 29 years","Male",21,"urban"
2021,"Santa Clara","15 - 19 years","Male",6,"urban"
2021,"Santa Clara","20 - 24 years","Male",19,"urban"
2021,"Santa Clara","20 - 24 years","Female",6,"urban"
2021,"Santa Clara","10 - 14 years","Male",6,"urban"
2021,"Santa Clara","5 - 9 years","Male",6,"urban"
2021,"Santa Clara","1 - 4 years","Male",6,"urban"
2021,"Santa Clara","Less than 1 year","Male",6,"urban"
2021,"Santa Clara","Less than 1 year","Female",11,"urban"
2019,"Santa Clara","100 years and over","Male",40,"urban"
2019,"Santa Clara","95 - 99 years","Male",263,"urban"
2019,"Santa Clara","95 - 99 years","Female",532,"urban"
2019,"Santa Clara","90 - 94 years","Male",612,"urban"
2019,"Santa Clara","85 - 89 years","Male",748,"urban"
2019,"Santa Clara","85 - 89 years","Female",860,"urban"
2019,"Santa Clara","80 - 84 years","Male",695,"urban"
2019,"Santa Clara","75 - 79 years","Male",552,"urban"
2019,"Santa Clara","75 - 79 years","Female",457,"urban"
2019,"Santa Clara","70 - 74 years","Male",485,"urban"
2019,"Santa Clara","65 - 69 years","Male",429,"urban"
2019,"Santa Clara","65 - 69 years","Female",261,"urban"
2019,"Santa Clara","60 - 64 years","Male",428,"urban"
2019,"Santa Clara","60 - 64 years","Female",238,"urban"
2019,"Santa Clara","55 - 59 years","Male",318,"urban"
2019,"Santa Clara","55 - 59 years","Female",166,"urban"
2019,"Santa Clara","50 - 54 years","Male",210,"urban"
2019,"Santa Clara","45 - 49 years","Male",124,"urban"
2019,"Santa Clara","45 - 49 years","Female",79,"urban"
2019,"Santa Clara","40 - 44 years","Male",89,"urban"
2019,"Santa Clara","35 - 39 years","Male",70,"urban"
2019,"Santa Clara","35 - 39 years","Female",37,"urban"
2019,"Santa Clara","30 - 34 years","Male",64,"urban"
2019,"Santa Clara","25 - 29 years","Male",52,"urban"
2019,"Santa Clara","25 - 29 years","Female",16,"urban"
2019,"Santa Clara","20 - 24 years","Male",40,"urban"
2019,"Santa Clara","20 - 24 years","Female",12,"urban"
2019,"Santa Clara","15 - 19 years","Male",24,"urban"
2019,"Santa Clara","15 - 19 years","Female",6,"urban"
2019,"Santa Clara","10 - 14 years","Male",6,"urban"
2019,"Santa Clara","5 - 9 years","Male",11,"urban"
2019,"Santa Clara","5 - 9 years","Female",6,"urban"
2019,"Santa Clara","1 - 4 years","Male",6,"urban"
2019,"Santa Clara","1 - 4 years","Female",6,"urban"
2019,"Santa Clara","Less than 1 year","Male",36,"urban"
2019,"Santa Clara","Less than 1 year","Female",19,"urban"
2021,"Santa Clara","45 - 49 years","Female",28,"urban"
2021,"Santa Clara","55 - 59 years","Female",58,"urban"
2021,"Santa Clara","60 - 64 years","Female",92,"urban"
2021,"Santa Clara","65 - 69 years","Female",121,"urban"
2021,"Santa Clara","70 - 74 years","Female",164,"urban"
2019,"Santa Clara","10 - 14 years","Female",6,"urban"
2019,"Santa Clara","30 - 34 years","Female",24,"urban"
2019,"Santa Clara","40 - 44 years","Female",44,"urban"
2019,"Santa Clara","50 - 54 years","Female",107,"urban"
2019,"Santa Clara","70 - 74 years","Female",357,"urban"
2019,"Santa Clara","80 - 84 years","Female",622,"urban"
2019,"Santa Clara","90 - 94 years","Female",878,"urban"
2021,"Santa Clara","1 - 4 years","Female",6,"urban"
2021,"Santa Clara","5 - 9 years","Female",6,"urban"
2021,"Santa Clara","10 - 14 years","Female",6,"urban"
2021,"Santa Clara","15 - 19 years","Female",6,"urban"
2021,"Santa Clara","40 - 44 years","Female",21,"urban"
2019,"Santa Clara","100 years and over","Female",145,"urban"
2020,"Santa Clara","100 years and over","Male",63,"urban"
2020,"Santa Clara","100 years and over","Female",167,"urban"
2020,"Santa Clara","95 - 99 years","Male",297,"urban"
2020,"Santa Clara","95 - 99 years","Female",537,"urban"
2020,"Santa Clara","90 - 94 years","Male",680,"urban"
2020,"Santa Clara","90 - 94 years","Female",933,"urban"
2020,"Santa Clara","85 - 89 years","Male",799,"urban"
2020,"Santa Clara","85 - 89 years","Female",903,"urban"
2020,"Santa Clara","80 - 84 years","Male",736,"urban"
2020,"Santa Clara","80 - 84 years","Female",731,"urban"
2020,"Santa Clara","75 - 79 years","Male",647,"urban"
2020,"Santa Clara","75 - 79 years","Female",537,"urban"
2020,"Santa Clara","70 - 74 years","Male",572,"urban"
2020,"Santa Clara","70 - 74 years","Female",418,"urban"
2020,"Santa Clara","65 - 69 years","Male",521,"urban"
2020,"Santa Clara","65 - 69 years","Female",308,"urban"
2020,"Santa Clara","60 - 64 years","Male",439,"urban"
2020,"Santa Clara","60 - 64 years","Female",254,"urban"
2020,"Santa Clara","55 - 59 years","Male",336,"urban"
2020,"Santa Clara","55 - 59 years","Female",199,"urban"
2020,"Santa Clara","50 - 54 years","Male",229,"urban"
2020,"Santa Clara","50 - 54 years","Female",130,"urban"
2020,"Santa Clara","45 - 49 years","Male",126,"urban"
2020,"Santa Clara","45 - 49 years","Female",92,"urban"
2020,"Santa Clara","40 - 44 years","Male",128,"urban"
2020,"Santa Clara","40 - 44 years","Female",57,"urban"
2020,"Santa Clara","35 - 39 years","Male",105,"urban"
2020,"Santa Clara","35 - 39 years","Female",41,"urban"
2020,"Santa Clara","30 - 34 years","Male",81,"urban"
2020,"Santa Clara","30 - 34 years","Female",19,"urban"
2020,"Santa Clara","25 - 29 years","Male",68,"urban"
2020,"Santa Clara","25 - 29 years","Female",22,"urban"
2020,"Santa Clara","20 - 24 years","Male",62,"urban"
2020,"Santa Clara","20 - 24 years","Female",12,"urban"
2020,"Santa Clara","15 - 19 years","Male",31,"urban"
2020,"Santa Clara","15 - 19 years","Female",18,"urban"
2020,"Santa Clara","10 - 14 years","Male",6,"urban"
2020,"Santa Clara","10 - 14 years","Female",6,"urban"
2020,"Santa Clara","5 - 9 years","Male",6,"urban"
2020,"Santa Clara","5 - 9 years","Female",6,"urban"
2020,"Santa Clara","1 - 4 years","Male",6,"urban"
2020,"Santa Clara","1 - 4 years","Female",6,"urban"
2020,"Santa Clara","Less than 1 year","Male",29,"urban"
2020,"Santa Clara","Less than 1 year","Female",17,"urban"
2021,"Santa Cruz","100 years and over","Male",6,"suburban"
2021,"Santa Cruz","100 years and over","Female",6,"suburban"
2021,"Santa Cruz","95 - 99 years","Male",16,"suburban"
2021,"Santa Cruz","95 - 99 years","Female",30,"suburban"
2021,"Santa Cruz","90 - 94 years","Male",29,"suburban"
2021,"Santa Cruz","90 - 94 years","Female",61,"suburban"
2021,"Santa Cruz","85 - 89 years","Male",39,"suburban"
2021,"Santa Cruz","85 - 89 years","Female",48,"suburban"
2021,"Santa Cruz","80 - 84 years","Male",35,"suburban"
2021,"Santa Cruz","80 - 84 years","Female",52,"suburban"
2021,"Santa Cruz","75 - 79 years","Male",57,"suburban"
2021,"Santa Cruz","75 - 79 years","Female",46,"suburban"
2021,"Santa Cruz","70 - 74 years","Male",60,"suburban"
2021,"Santa Cruz","70 - 74 years","Female",27,"suburban"
2021,"Santa Cruz","65 - 69 years","Male",34,"suburban"
2021,"Santa Cruz","65 - 69 years","Female",32,"suburban"
2021,"Santa Cruz","60 - 64 years","Male",37,"suburban"
2021,"Santa Cruz","60 - 64 years","Female",23,"suburban"
2021,"Santa Cruz","55 - 59 years","Male",29,"suburban"
2021,"Santa Cruz","55 - 59 years","Female",17,"suburban"
2021,"Santa Cruz","50 - 54 years","Male",11,"suburban"
2021,"Santa Cruz","50 - 54 years","Female",6,"suburban"
2021,"Santa Cruz","45 - 49 years","Male",6,"suburban"
2021,"Santa Cruz","45 - 49 years","Female",6,"suburban"
2021,"Santa Cruz","40 - 44 years","Male",6,"suburban"
2021,"Santa Cruz","40 - 44 years","Female",6,"suburban"
2021,"Santa Cruz","35 - 39 years","Male",6,"suburban"
2021,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2021,"Santa Cruz","30 - 34 years","Male",6,"suburban"
2021,"Santa Cruz","30 - 34 years","Female",6,"suburban"
2021,"Santa Cruz","25 - 29 years","Male",6,"suburban"
2021,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2021,"Santa Cruz","20 - 24 years","Male",6,"suburban"
2021,"Santa Cruz","20 - 24 years","Female",6,"suburban"
2021,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2021,"Santa Cruz","15 - 19 years","Female",6,"suburban"
2021,"Santa Cruz","10 - 14 years","Male",0,"suburban"
2021,"Santa Cruz","10 - 14 years","Female",0,"suburban"
2021,"Santa Cruz","5 - 9 years","Male",0,"suburban"
2021,"Santa Cruz","5 - 9 years","Female",0,"suburban"
2021,"Santa Cruz","1 - 4 years","Male",0,"suburban"
2021,"Santa Cruz","1 - 4 years","Female",0,"suburban"
2021,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2021,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2019,"Santa Cruz","90 - 94 years","Female",171,"suburban"
2019,"Santa Cruz","100 years and over","Female",26,"suburban"
2019,"Santa Cruz","100 years and over","Male",6,"suburban"
2019,"Santa Cruz","95 - 99 years","Male",32,"suburban"
2019,"Santa Cruz","95 - 99 years","Female",90,"suburban"
2019,"Santa Cruz","90 - 94 years","Male",69,"suburban"
2019,"Santa Cruz","85 - 89 years","Male",103,"suburban"
2019,"Santa Cruz","85 - 89 years","Female",132,"suburban"
2019,"Santa Cruz","80 - 84 years","Male",117,"suburban"
2019,"Santa Cruz","75 - 79 years","Male",103,"suburban"
2019,"Santa Cruz","75 - 79 years","Female",75,"suburban"
2019,"Santa Cruz","70 - 74 years","Male",108,"suburban"
2019,"Santa Cruz","70 - 74 years","Female",81,"suburban"
2019,"Santa Cruz","65 - 69 years","Male",117,"suburban"
2019,"Santa Cruz","65 - 69 years","Female",51,"suburban"
2019,"Santa Cruz","60 - 64 years","Male",93,"suburban"
2019,"Santa Cruz","55 - 59 years","Male",45,"suburban"
2019,"Santa Cruz","55 - 59 years","Female",28,"suburban"
2019,"Santa Cruz","50 - 54 years","Male",34,"suburban"
2019,"Santa Cruz","45 - 49 years","Male",25,"suburban"
2019,"Santa Cruz","45 - 49 years","Female",6,"suburban"
2019,"Santa Cruz","40 - 44 years","Male",21,"suburban"
2019,"Santa Cruz","35 - 39 years","Male",14,"suburban"
2019,"Santa Cruz","35 - 39 years","Female",6,"suburban"
2019,"Santa Cruz","30 - 34 years","Male",12,"suburban"
2019,"Santa Cruz","30 - 34 years","Female",11,"suburban"
2019,"Santa Cruz","25 - 29 years","Male",14,"suburban"
2019,"Santa Cruz","25 - 29 years","Female",6,"suburban"
2019,"Santa Cruz","20 - 24 years","Male",6,"suburban"
2019,"Santa Cruz","15 - 19 years","Male",6,"suburban"
2019,"Santa Cruz","15 - 19 years","Female",6,"suburban"
2019,"Santa Cruz","10 - 14 years","Male",6,"suburban"
2019,"Santa Cruz","10 - 14 years","Female",6,"suburban"
2019,"Santa Cruz","5 - 9 years","Male",6,"suburban"
2019,"Santa Cruz","5 - 9 years","Female",6,"suburban"
2019,"Santa Cruz","1 - 4 years","Male",6,"suburban"
2019,"Santa Cruz","1 - 4 years","Female",0,"suburban"
2019,"Santa Cruz","Less than 1 year","Male",6,"suburban"
2019,"Santa Cruz","Less than 1 year","Female",6,"suburban"
2020,"Santa Cruz","100 years and over","Male",6,"suburban"
2020,"Santa Cruz","100 years and over","Female",21,"suburban"
2020,"Santa Cruz","95 - 99 years","Male",38,"suburban"
2020,"Santa Cruz","95 - 99 years","Female",81,"suburban"
2020,"Santa Cruz","90 - 94 years","Male",93,"suburban"
2020,"Santa Cruz","90 - 94 years","Female",160,"suburban"
2020,"Santa Cruz","85 - 89 years","Male",109,"suburban"
2020,"Santa Cruz","85 - 89 years","Female",128,"suburban"
2020,"Santa Cruz","80 - 84 years","Male",109,"suburban"
2020,"Santa Cruz","80 - 84 years","Female",109,"suburban"
2020,"Santa Cruz","75 - 79 years","Male",119,"suburban"
2020,"Santa Cruz","75 - 79 years","Female",90,"suburban"
2020,"Santa Cruz","70 - 74 years","Male",98,"suburban"
