"Year_of_Death","County_of_Residence","Age","Sex","Total_Deaths_sex","Description"
2021,"Mono","75 - 79 years","Male",0,"rural"
2019,"Mono","1 - 4 years","Female",0,"rural"
2021,"Mono","75 - 79 years","Female",0,"rural"
2021,"Mono","70 - 74 years","Male",0,"rural"
2019,"Mono","20 - 24 years","Female",0,"rural"
2021,"Mono","70 - 74 years","Female",0,"rural"
2021,"Mono","65 - 69 years","Male",6,"rural"
2019,"Mono","40 - 44 years","Female",0,"rural"
2021,"Mono","65 - 69 years","Female",6,"rural"
2019,"Mono","30 - 34 years","Female",6,"rural"
2021,"Mono","60 - 64 years","Male",0,"rural"
2019,"Mono","60 - 64 years","Female",6,"rural"
2021,"Mono","60 - 64 years","Female",0,"rural"
2021,"Mono","55 - 59 years","Male",6,"rural"
2019,"Mono","75 - 79 years","Female",6,"rural"
2019,"Mono","80 - 84 years","Female",6,"rural"
2021,"Mono","55 - 59 years","Female",6,"rural"
2019,"Mono","70 - 74 years","Female",6,"rural"
2021,"Mono","50 - 54 years","Male",0,"rural"
2021,"Mono","50 - 54 years","Female",6,"rural"
2021,"Mono","45 - 49 years","Male",0,"rural"
2021,"Mono","45 - 49 years","Female",0,"rural"
2021,"Mono","40 - 44 years","Male",6,"rural"
2021,"Mono","40 - 44 years","Female",6,"rural"
2021,"Mono","35 - 39 years","Male",6,"rural"
2021,"Mono","35 - 39 years","Female",6,"rural"
2021,"Mono","30 - 34 years","Male",0,"rural"
2021,"Mono","30 - 34 years","Female",0,"rural"
2021,"Mono","25 - 29 years","Male",0,"rural"
2021,"Mono","25 - 29 years","Female",0,"rural"
2021,"Mono","20 - 24 years","Male",0,"rural"
2021,"Mono","20 - 24 years","Female",0,"rural"
2021,"Mono","15 - 19 years","Male",0,"rural"
2021,"Mono","15 - 19 years","Female",0,"rural"
2021,"Mono","10 - 14 years","Male",0,"rural"
2020,"Mono","10 - 14 years","Male",0,"rural"
2021,"Mono","10 - 14 years","Female",0,"rural"
2021,"Mono","5 - 9 years","Male",0,"rural"
2021,"Mono","5 - 9 years","Female",0,"rural"
2021,"Mono","1 - 4 years","Male",0,"rural"
2021,"Mono","1 - 4 years","Female",0,"rural"
2021,"Mono","Less than 1 year","Male",0,"rural"
2021,"Mono","Less than 1 year","Female",0,"rural"
2019,"Mono","10 - 14 years","Female",0,"rural"
2018,"Mono","70 - 74 years","Female",6,"rural"
2017,"Mono","80 - 84 years","Male",6,"rural"
2017,"Mono","90 - 94 years","Female",6,"rural"
2017,"Mono","85 - 89 years","Male",6,"rural"
2017,"Mono","95 - 99 years","Female",6,"rural"
2017,"Mono","90 - 94 years","Male",6,"rural"
2017,"Mono","95 - 99 years","Male",0,"rural"
2017,"Mono","85 - 89 years","Female",0,"rural"
2017,"Mono","100 years and over","Male",0,"rural"
2017,"Mono","100 years and over","Female",0,"rural"
2018,"Mono","70 - 74 years","Male",6,"rural"
2018,"Mono","80 - 84 years","Female",6,"rural"
2018,"Mono","100 years and over","Male",0,"rural"
2018,"Mono","75 - 79 years","Male",6,"rural"
2018,"Mono","100 years and over","Female",0,"rural"
2018,"Mono","30 - 34 years","Female",0,"rural"
2017,"Mono","80 - 84 years","Female",6,"rural"
2018,"Mono","80 - 84 years","Male",6,"rural"
2018,"Mono","30 - 34 years","Male",6,"rural"
2018,"Mono","35 - 39 years","Male",0,"rural"
2018,"Mono","85 - 89 years","Male",6,"rural"
2017,"Mono","Less than 1 year","Female",0,"rural"
2017,"Mono","Less than 1 year","Male",0,"rural"
2017,"Mono","1 - 4 years","Female",0,"rural"
2018,"Mono","90 - 94 years","Female",6,"rural"
2017,"Mono","5 - 9 years","Male",0,"rural"
2018,"Mono","90 - 94 years","Male",6,"rural"
2017,"Mono","5 - 9 years","Female",0,"rural"
2017,"Mono","10 - 14 years","Female",0,"rural"
2018,"Mono","95 - 99 years","Female",0,"rural"
2017,"Mono","10 - 14 years","Male",0,"rural"
2017,"Mono","15 - 19 years","Male",0,"rural"
2017,"Mono","20 - 24 years","Male",0,"rural"
2017,"Mono","20 - 24 years","Female",0,"rural"
2017,"Mono","1 - 4 years","Male",0,"rural"
2018,"Mono","45 - 49 years","Male",0,"rural"
2018,"Mono","50 - 54 years","Female",6,"rural"
2018,"Mono","50 - 54 years","Male",6,"rural"
2018,"Mono","1 - 4 years","Male",0,"rural"
2018,"Mono","10 - 14 years","Female",0,"rural"
2018,"Mono","5 - 9 years","Male",0,"rural"
2018,"Mono","45 - 49 years","Female",0,"rural"
2017,"Mono","25 - 29 years","Female",6,"rural"
2018,"Mono","1 - 4 years","Female",0,"rural"
2017,"Mono","15 - 19 years","Female",0,"rural"
2018,"Mono","85 - 89 years","Female",6,"rural"
2018,"Mono","75 - 79 years","Female",6,"rural"
2018,"Mono","65 - 69 years","Female",6,"rural"
2018,"Mono","55 - 59 years","Female",6,"rural"
2018,"Mono","40 - 44 years","Male",0,"rural"
2018,"Mono","40 - 44 years","Female",6,"rural"
2018,"Mono","35 - 39 years","Female",0,"rural"
2018,"Mono","25 - 29 years","Female",0,"rural"
2018,"Mono","15 - 19 years","Female",0,"rural"
2018,"Mono","5 - 9 years","Female",0,"rural"
2018,"Mono","Less than 1 year","Male",0,"rural"
2018,"Mono","Less than 1 year","Female",0,"rural"
2016,"Mono","1 - 4 years","Male",0,"rural"
2016,"Mono","10 - 14 years","Male",0,"rural"
2016,"Mono","20 - 24 years","Male",0,"rural"
2016,"Mono","25 - 29 years","Male",6,"rural"
2016,"Mono","40 - 44 years","Male",0,"rural"
2016,"Mono","50 - 54 years","Male",6,"rural"
2016,"Mono","60 - 64 years","Male",6,"rural"
2016,"Mono","65 - 69 years","Male",6,"rural"
2016,"Mono","30 - 34 years","Male",6,"rural"
2016,"Mono","100 years and over","Female",0,"rural"
2016,"Mono","95 - 99 years","Male",0,"rural"
2016,"Mono","95 - 99 years","Female",6,"rural"
2016,"Mono","90 - 94 years","Female",6,"rural"
2016,"Mono","85 - 89 years","Male",6,"rural"
2016,"Mono","85 - 89 years","Female",6,"rural"
2016,"Mono","80 - 84 years","Female",6,"rural"
2016,"Mono","75 - 79 years","Male",6,"rural"
2016,"Mono","75 - 79 years","Female",6,"rural"
2016,"Mono","70 - 74 years","Female",6,"rural"
2016,"Mono","65 - 69 years","Female",6,"rural"
2016,"Mono","60 - 64 years","Female",6,"rural"
2016,"Mono","55 - 59 years","Male",6,"rural"
2016,"Mono","55 - 59 years","Female",6,"rural"
2016,"Mono","50 - 54 years","Female",6,"rural"
2016,"Mono","45 - 49 years","Male",0,"rural"
2016,"Mono","45 - 49 years","Female",0,"rural"
2016,"Mono","40 - 44 years","Female",0,"rural"
2016,"Mono","35 - 39 years","Male",6,"rural"
2016,"Mono","35 - 39 years","Female",0,"rural"
2016,"Mono","30 - 34 years","Female",0,"rural"
2016,"Mono","25 - 29 years","Female",0,"rural"
2016,"Mono","20 - 24 years","Female",0,"rural"
2016,"Mono","15 - 19 years","Male",0,"rural"
2016,"Mono","15 - 19 years","Female",0,"rural"
2016,"Mono","10 - 14 years","Female",0,"rural"
2016,"Mono","5 - 9 years","Male",0,"rural"
2016,"Mono","5 - 9 years","Female",0,"rural"
2016,"Mono","1 - 4 years","Female",0,"rural"
2016,"Mono","Less than 1 year","Male",0,"rural"
2016,"Mono","Less than 1 year","Female",0,"rural"
2018,"Mono","10 - 14 years","Male",0,"rural"
2017,"Mono","35 - 39 years","Male",0,"rural"
2017,"Mono","35 - 39 years","Female",6,"rural"
2017,"Mono","40 - 44 years","Female",6,"rural"
2017,"Mono","30 - 34 years","Male",0,"rural"
2017,"Mono","45 - 49 years","Male",6,"rural"
2017,"Mono","45 - 49 years","Female",6,"rural"
2017,"Mono","50 - 54 years","Female",6,"rural"
2017,"Mono","50 - 54 years","Male",6,"rural"
2017,"Mono","55 - 59 years","Male",6,"rural"
2017,"Mono","40 - 44 years","Male",6,"rural"
2017,"Mono","55 - 59 years","Female",6,"rural"
2017,"Mono","60 - 64 years","Female",6,"rural"
2017,"Mono","65 - 69 years","Male",6,"rural"
2017,"Mono","65 - 69 years","Female",6,"rural"
2017,"Mono","70 - 74 years","Female",6,"rural"
2017,"Mono","70 - 74 years","Male",6,"rural"
2017,"Mono","75 - 79 years","Male",6,"rural"
2017,"Mono","75 - 79 years","Female",6,"rural"
2018,"Mono","55 - 59 years","Male",6,"rural"
2018,"Mono","60 - 64 years","Female",6,"rural"
2017,"Mono","25 - 29 years","Male",6,"rural"
2017,"Mono","30 - 34 years","Female",0,"rural"
2018,"Mono","60 - 64 years","Male",6,"rural"
2018,"Mono","65 - 69 years","Male",6,"rural"
2018,"Mono","95 - 99 years","Male",6,"rural"
2018,"Mono","15 - 19 years","Male",0,"rural"
2018,"Mono","20 - 24 years","Female",0,"rural"
2018,"Mono","20 - 24 years","Male",0,"rural"
2018,"Mono","25 - 29 years","Male",0,"rural"
2017,"Mono","60 - 64 years","Male",6,"rural"
2016,"Mono","70 - 74 years","Male",6,"rural"
2016,"Mono","100 years and over","Male",0,"rural"
2016,"Mono","90 - 94 years","Male",6,"rural"
2016,"Mono","80 - 84 years","Male",6,"rural"
2015,"Mono","50 - 54 years","Female",6,"rural"
2015,"Mono","15 - 19 years","Male",0,"rural"
2015,"Mono","20 - 24 years","Female",0,"rural"
2015,"Mono","60 - 64 years","Female",6,"rural"
2015,"Mono","30 - 34 years","Female",0,"rural"
2015,"Mono","85 - 89 years","Female",6,"rural"
2015,"Mono","5 - 9 years","Female",0,"rural"
2015,"Mono","100 years and over","Male",0,"rural"
2015,"Mono","45 - 49 years","Male",6,"rural"
2015,"Mono","45 - 49 years","Female",6,"rural"
2015,"Mono","Less than 1 year","Male",0,"rural"
2015,"Mono","1 - 4 years","Female",0,"rural"
2014,"Mono","100 years and over","Male",0,"rural"
2014,"Mono","95 - 99 years","Male",0,"rural"
2014,"Mono","90 - 94 years","Male",6,"rural"
2014,"Mono","90 - 94 years","Female",6,"rural"
2014,"Mono","85 - 89 years","Male",6,"rural"
2014,"Mono","80 - 84 years","Male",6,"rural"
2014,"Mono","75 - 79 years","Male",0,"rural"
2014,"Mono","70 - 74 years","Male",0,"rural"
2014,"Mono","70 - 74 years","Female",6,"rural"
2014,"Mono","65 - 69 years","Male",6,"rural"
2014,"Mono","60 - 64 years","Male",6,"rural"
2014,"Mono","55 - 59 years","Male",6,"rural"
2014,"Mono","50 - 54 years","Male",6,"rural"
2014,"Mono","50 - 54 years","Female",6,"rural"
2014,"Mono","45 - 49 years","Male",0,"rural"
2014,"Mono","40 - 44 years","Male",0,"rural"
2014,"Mono","35 - 39 years","Male",0,"rural"
2014,"Mono","30 - 34 years","Male",0,"rural"
2014,"Mono","30 - 34 years","Female",0,"rural"
2014,"Mono","25 - 29 years","Male",6,"rural"
2014,"Mono","20 - 24 years","Male",0,"rural"
2014,"Mono","15 - 19 years","Male",0,"rural"
2014,"Mono","10 - 14 years","Male",0,"rural"
2014,"Mono","5 - 9 years","Male",0,"rural"
2014,"Mono","1 - 4 years","Male",0,"rural"
2014,"Mono","1 - 4 years","Female",0,"rural"
2014,"Mono","Less than 1 year","Male",0,"rural"
2014,"Mono","Less than 1 year","Female",6,"rural"
2015,"Mono","55 - 59 years","Female",6,"rural"
2015,"Mono","70 - 74 years","Male",6,"rural"
2015,"Mono","50 - 54 years","Male",0,"rural"
2015,"Mono","25 - 29 years","Male",0,"rural"
2015,"Mono","1 - 4 years","Male",0,"rural"
2015,"Mono","25 - 29 years","Female",6,"rural"
2015,"Mono","20 - 24 years","Male",6,"rural"
2014,"Mono","10 - 14 years","Female",0,"rural"
2014,"Mono","5 - 9 years","Female",0,"rural"
2014,"Mono","20 - 24 years","Female",0,"rural"
2015,"Mono","80 - 84 years","Female",6,"rural"
2014,"Mono","15 - 19 years","Female",0,"rural"
2014,"Mono","25 - 29 years","Female",0,"rural"
2014,"Mono","40 - 44 years","Female",0,"rural"
2014,"Mono","35 - 39 years","Female",6,"rural"
2014,"Mono","45 - 49 years","Female",6,"rural"
2014,"Mono","60 - 64 years","Female",6,"rural"
2014,"Mono","55 - 59 years","Female",6,"rural"
2015,"Mono","55 - 59 years","Male",6,"rural"
2014,"Mono","80 - 84 years","Female",6,"rural"
2014,"Mono","75 - 79 years","Female",6,"rural"
2014,"Mono","85 - 89 years","Female",6,"rural"
2015,"Mono","75 - 79 years","Female",6,"rural"
2014,"Mono","65 - 69 years","Female",6,"rural"
2015,"Mono","85 - 89 years","Male",6,"rural"
2015,"Mono","90 - 94 years","Female",6,"rural"
2015,"Mono","90 - 94 years","Male",6,"rural"
2015,"Mono","95 - 99 years","Female",6,"rural"
2015,"Mono","95 - 99 years","Male",6,"rural"
2015,"Mono","60 - 64 years","Male",6,"rural"
2015,"Mono","65 - 69 years","Female",6,"rural"
2015,"Mono","30 - 34 years","Male",6,"rural"
2015,"Mono","35 - 39 years","Female",0,"rural"
2015,"Mono","70 - 74 years","Female",6,"rural"
2015,"Mono","100 years and over","Female",0,"rural"
2015,"Mono","65 - 69 years","Male",6,"rural"
2015,"Mono","35 - 39 years","Male",6,"rural"
2015,"Mono","40 - 44 years","Female",0,"rural"
2015,"Mono","40 - 44 years","Male",6,"rural"
2015,"Mono","10 - 14 years","Female",0,"rural"
2015,"Mono","75 - 79 years","Male",6,"rural"
2015,"Mono","10 - 14 years","Male",6,"rural"
2015,"Mono","15 - 19 years","Female",0,"rural"
2015,"Mono","5 - 9 years","Male",0,"rural"
2014,"Mono","100 years and over","Female",0,"rural"
2015,"Mono","Less than 1 year","Female",0,"rural"
2015,"Mono","80 - 84 years","Male",6,"rural"
2014,"Mono","95 - 99 years","Female",6,"rural"
2015,"Monterey","20 - 24 years","Female",6,"suburban"
2014,"Monterey","5 - 9 years","Female",6,"suburban"
2014,"Monterey","30 - 34 years","Female",6,"suburban"
2014,"Monterey","35 - 39 years","Female",12,"suburban"
2014,"Monterey","45 - 49 years","Female",22,"suburban"
2014,"Monterey","50 - 54 years","Female",36,"suburban"
2014,"Monterey","55 - 59 years","Female",49,"suburban"
2014,"Monterey","65 - 69 years","Female",78,"suburban"
2014,"Monterey","75 - 79 years","Female",115,"suburban"
2014,"Monterey","70 - 74 years","Female",86,"suburban"
2014,"Monterey","80 - 84 years","Female",154,"suburban"
2014,"Monterey","90 - 94 years","Female",194,"suburban"
2014,"Monterey","85 - 89 years","Female",211,"suburban"
2014,"Monterey","15 - 19 years","Female",0,"suburban"
2014,"Monterey","10 - 14 years","Female",6,"suburban"
2015,"Monterey","Less than 1 year","Female",20,"suburban"
2014,"Monterey","95 - 99 years","Female",88,"suburban"
2015,"Monterey","40 - 44 years","Male",31,"suburban"
2014,"Monterey","100 years and over","Female",25,"suburban"
2014,"Monterey","100 years and over","Male",6,"suburban"
2014,"Monterey","95 - 99 years","Male",29,"suburban"
2014,"Monterey","90 - 94 years","Male",129,"suburban"
2014,"Monterey","85 - 89 years","Male",189,"suburban"
2014,"Monterey","80 - 84 years","Male",175,"suburban"
2014,"Monterey","75 - 79 years","Male",113,"suburban"
2014,"Monterey","70 - 74 years","Male",106,"suburban"
2014,"Monterey","65 - 69 years","Male",85,"suburban"
2014,"Monterey","60 - 64 years","Male",100,"suburban"
2014,"Monterey","60 - 64 years","Female",59,"suburban"
2014,"Monterey","55 - 59 years","Male",76,"suburban"
2014,"Monterey","50 - 54 years","Male",60,"suburban"
2014,"Monterey","45 - 49 years","Male",39,"suburban"
2014,"Monterey","40 - 44 years","Male",17,"suburban"
2014,"Monterey","40 - 44 years","Female",11,"suburban"
2014,"Monterey","35 - 39 years","Male",23,"suburban"
2014,"Monterey","30 - 34 years","Male",22,"suburban"
2014,"Monterey","25 - 29 years","Male",24,"suburban"
2014,"Monterey","20 - 24 years","Male",17,"suburban"
2014,"Monterey","20 - 24 years","Female",6,"suburban"
2014,"Monterey","15 - 19 years","Male",6,"suburban"
2014,"Monterey","10 - 14 years","Male",6,"suburban"
2014,"Monterey","5 - 9 years","Male",0,"suburban"
2014,"Monterey","1 - 4 years","Male",6,"suburban"
2014,"Monterey","1 - 4 years","Female",6,"suburban"
2014,"Monterey","Less than 1 year","Male",12,"suburban"
2014,"Monterey","Less than 1 year","Female",19,"suburban"
2014,"Monterey","25 - 29 years","Female",6,"suburban"
2015,"Monterey","25 - 29 years","Male",31,"suburban"
2015,"Monterey","100 years and over","Male",6,"suburban"
2015,"Monterey","100 years and over","Female",27,"suburban"
2015,"Monterey","95 - 99 years","Male",42,"suburban"
2015,"Monterey","95 - 99 years","Female",108,"suburban"
2015,"Monterey","90 - 94 years","Male",132,"suburban"
2015,"Monterey","90 - 94 years","Female",225,"suburban"
2015,"Monterey","85 - 89 years","Male",197,"suburban"
2015,"Monterey","85 - 89 years","Female",222,"suburban"
2015,"Monterey","80 - 84 years","Male",171,"suburban"
2015,"Monterey","80 - 84 years","Female",154,"suburban"
2015,"Monterey","75 - 79 years","Male",117,"suburban"
2015,"Monterey","75 - 79 years","Female",112,"suburban"
2015,"Monterey","70 - 74 years","Male",110,"suburban"
2015,"Monterey","70 - 74 years","Female",93,"suburban"
2015,"Monterey","65 - 69 years","Male",115,"suburban"
2015,"Monterey","65 - 69 years","Female",64,"suburban"
2015,"Monterey","60 - 64 years","Male",91,"suburban"
2015,"Monterey","60 - 64 years","Female",79,"suburban"
2015,"Monterey","55 - 59 years","Male",85,"suburban"
2015,"Monterey","55 - 59 years","Female",65,"suburban"
2015,"Monterey","50 - 54 years","Male",56,"suburban"
2015,"Monterey","50 - 54 years","Female",47,"suburban"
2015,"Monterey","45 - 49 years","Male",33,"suburban"
2015,"Monterey","45 - 49 years","Female",20,"suburban"
2015,"Monterey","35 - 39 years","Male",30,"suburban"
2015,"Monterey","40 - 44 years","Female",6,"suburban"
2015,"Monterey","35 - 39 years","Female",6,"suburban"
2015,"Monterey","30 - 34 years","Male",19,"suburban"
2015,"Monterey","30 - 34 years","Female",6,"suburban"
2015,"Monterey","5 - 9 years","Male",6,"suburban"
2015,"Monterey","10 - 14 years","Female",6,"suburban"
2015,"Monterey","10 - 14 years","Male",6,"suburban"
2015,"Monterey","15 - 19 years","Female",6,"suburban"
2015,"Monterey","15 - 19 years","Male",14,"suburban"
2015,"Monterey","5 - 9 years","Female",6,"suburban"
2015,"Monterey","25 - 29 years","Female",11,"suburban"
2015,"Monterey","20 - 24 years","Male",28,"suburban"
2015,"Monterey","1 - 4 years","Female",6,"suburban"
2015,"Monterey","Less than 1 year","Male",15,"suburban"
2015,"Monterey","1 - 4 years","Male",0,"suburban"
2018,"Monterey","85 - 89 years","Female",216,"suburban"
2018,"Monterey","45 - 49 years","Female",25,"suburban"
2018,"Monterey","45 - 49 years","Male",46,"suburban"
2018,"Monterey","50 - 54 years","Female",38,"suburban"
2018,"Monterey","40 - 44 years","Male",34,"suburban"
2018,"Monterey","50 - 54 years","Male",57,"suburban"
2018,"Monterey","55 - 59 years","Female",46,"suburban"
2018,"Monterey","1 - 4 years","Male",6,"suburban"
2017,"Monterey","Less than 1 year","Female",14,"suburban"
2018,"Monterey","5 - 9 years","Male",6,"suburban"
2017,"Monterey","1 - 4 years","Female",6,"suburban"
2017,"Monterey","Less than 1 year","Male",6,"suburban"
2017,"Monterey","1 - 4 years","Male",6,"suburban"
2018,"Monterey","10 - 14 years","Female",6,"suburban"
2017,"Monterey","5 - 9 years","Male",6,"suburban"
2017,"Monterey","15 - 19 years","Female",6,"suburban"
2017,"Monterey","10 - 14 years","Male",6,"suburban"
2018,"Monterey","10 - 14 years","Male",6,"suburban"
2017,"Monterey","20 - 24 years","Female",6,"suburban"
2017,"Monterey","15 - 19 years","Male",6,"suburban"
2017,"Monterey","20 - 24 years","Male",17,"suburban"
2017,"Monterey","10 - 14 years","Female",6,"suburban"
2018,"Monterey","35 - 39 years","Male",29,"suburban"
2018,"Monterey","100 years and over","Male",6,"suburban"
2018,"Monterey","100 years and over","Female",40,"suburban"
2018,"Monterey","95 - 99 years","Male",59,"suburban"
2018,"Monterey","95 - 99 years","Female",118,"suburban"
2018,"Monterey","90 - 94 years","Male",148,"suburban"
2018,"Monterey","90 - 94 years","Female",220,"suburban"
2018,"Monterey","85 - 89 years","Male",180,"suburban"
2018,"Monterey","55 - 59 years","Male",73,"suburban"
2018,"Monterey","60 - 64 years","Male",115,"suburban"
2017,"Monterey","30 - 34 years","Male",19,"suburban"
2017,"Monterey","35 - 39 years","Female",6,"suburban"
2018,"Monterey","65 - 69 years","Female",79,"suburban"
2018,"Monterey","65 - 69 years","Male",137,"suburban"
2018,"Monterey","15 - 19 years","Male",6,"suburban"
2017,"Monterey","45 - 49 years","Female",21,"suburban"
2018,"Monterey","20 - 24 years","Female",6,"suburban"
2017,"Monterey","35 - 39 years","Male",29,"suburban"
2017,"Monterey","45 - 49 years","Male",37,"suburban"
